year,qid,base_labels
2016,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2016,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2017,cscode_concern,D03
2017,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2017,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2018,cscode_concern,D03
2018,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2018,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2019,cscode_concern,D03
2019,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?  (% yes)
2019,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2020,cscode_concern,Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2020,cscode_concern,D03: Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2020,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2021,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2021,cscode_concern,D03. Are you confident that if you raised a concern under the Civil Service Code in [my organisation] it would be investigated properly? (% yes)
2022,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2009,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2009,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2010,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2010,cscode_raise,E02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2011,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2012,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2012,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2013,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2013,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2014,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2014,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2015,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2015,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2016,cscode_raise,D02
2016,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2016,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2017,cscode_raise,D02
2017,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2017,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2018,cscode_raise,D02
2018,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?
2018,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2019,cscode_raise,D02
2019,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code?  (% yes)
2019,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2020,cscode_raise,Are you aware of how to raise a concern under the Civil Service Code?
2020,cscode_raise,D02: Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2020,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2021,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2022,cscode_raise,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)
2017,csvision_aware,B61
2017,csvision_aware,B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service'
2017,csvision_aware,B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)
2018,csvision_aware,B61
2018,csvision_aware,B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service'
2018,csvision_aware,B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)
2019,csvision_aware,B59
2019,csvision_aware,B59 I am aware of the Civil Service Vision for 'A Brilliant Civil Service'
2019,csvision_aware,B59. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)
2020,csvision_aware,B59: I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)
2020,csvision_aware,B59. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)
2020,csvision_aware,I am aware of the Civil Service vision for 'A Brilliant Civil Service'
2021,csvision_aware,B59. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)
2021,csvision_aware,B59. I am aware of the Civil Service vision for 'A Modern Civil Service' (% strongly agree or agree)
2022,csvision_aware,B59. I am aware of the Civil Service vision for 'A Modern Civil Service' (% strongly agree or agree)
2022,csvision_help,B59A. I understand how I can help achieve the vision for 'A Modern Civil Service' (% strongly agree or agree)
2019,discrimination_experienced_no,E01
2019,discrimination_experienced_no,"E01. Have you been discriminated against at work, in the past 12 months? (% no)"
2020,discrimination_experienced_no,"E01. Have you been discriminated against at work, in the past 12 months? (% no)"
2021,discrimination_experienced_no,"E01. Have you been discriminated against at work, in the past 12 months? (% no)"
2022,discrimination_experienced_no,"E01. Have you been discriminated against at work, in the past 12 months? (% no)"
2019,discrimination_experienced_pnts,E01
2019,discrimination_experienced_pnts,"E01. Have you been discriminated against at work, in the past 12 months? (% prefer not to say)"
2020,discrimination_experienced_pnts,"E01. Have you been discriminated against at work, in the past 12 months? (% prefer not to say)"
2021,discrimination_experienced_pnts,"E01. Have you been discriminated against at work, in the past 12 months? (% prefer not to say)"
2022,discrimination_experienced_pnts,"E01. Have you been discriminated against at work, in the past 12 months? (% prefer not to say)"
2009,discrimination_experienced_yes,E01. During the past 12 months have you personally experienced discrimination at work?
2009,discrimination_experienced_yes,"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)"
2010,discrimination_experienced_yes,E01. During the past 12 months have you personally experienced discrimination at work?
