obj,obj_class,obj_vals,stripped_vals
qm_2016_bm,tbl_df,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),learning and development activities i have completed in the past 12 months have helped to improve my performance
qm_2016_bm,tbl_df,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),there are opportunities for me to develop my career in my organisation
qm_2016_bm,tbl_df,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),learning and development activities i have completed while working for my organisation are helping me to develop my career
qm_2016_bm,tbl_df,B26. I am treated fairly at work (% strongly agree or agree),i am treated fairly at work
qm_2016_bm,tbl_df,B27. I am treated with respect by the people I work with (% strongly agree or agree),i am treated with respect by the people i work with
qm_2016_bm,tbl_df,B28. I feel valued for the work I do (% strongly agree or agree),i feel valued for the work i do
qm_2016_bm,tbl_df,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
qm_2016_bm,tbl_df,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)","in my job, i am clear what is expected of me"
qm_2016_bm,tbl_df,B31. I get the information I need to do my job well (% strongly agree or agree),i get the information i need to do my job well
qm_2016_bm,tbl_df,B32. I have clear work objectives (% strongly agree or agree),i have clear work objectives
qm_2016_bm,tbl_df,B33. I have the skills I need to do my job effectively (% strongly agree or agree),i have the skills i need to do my job effectively
qm_2016_bm,tbl_df,B34. I have the tools I need to do my job effectively (% strongly agree or agree),i have the tools i need to do my job effectively
qm_2016_bm,tbl_df,B35. I have an acceptable workload (% strongly agree or agree),i have an acceptable workload
qm_2016_bm,tbl_df,B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),i achieve a good balance between my work life and my private life
qm_2016_bm,tbl_df,B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),i feel that my pay adequately reflects my performance
qm_2016_bm,tbl_df,B38. I am satisfied with the total benefits package (% strongly agree or agree),i am satisfied with the total benefits package
qm_2016_bm,tbl_df,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),compared to people doing a similar job in other organisations i feel my pay is reasonable
qm_2016_bm,tbl_df,B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),i feel that my organisation as a whole is managed well
qm_2016_bm,tbl_df,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),senior managers in my organisation are sufficiently visible
qm_2016_bm,tbl_df,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),i believe the actions of senior managers are consistent with my organisation's values
qm_2016_bm,tbl_df,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),i believe that the board has a clear vision for the future of my organisation
qm_2016_bm,tbl_df,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by my organisation's senior managers"
qm_2016_bm,tbl_df,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),i feel that change is managed well in my organisation
qm_2016_bm,tbl_df,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),when changes are made in my organisation they are usually for the better
qm_2016_bm,tbl_df,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),my organisation keeps me informed about matters that affect me
qm_2016_bm,tbl_df,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),i have the opportunity to contribute my views before decisions are made that affect me
qm_2016_bm,tbl_df,B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),i think it is safe to challenge the way things are done in my organisation
qm_2016_bm,tbl_df,B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),i am proud when i tell others i am part of my organisation
